sceneName,startTime,stopTime,platform,beamModeType,flightDirection,pathNumber,frameNumber,orbit,polarization,processingLevel,url
S1A_IW_SLC__1SDV_20200614T232802_20200614T232829_033020_03D31F_FE58,2020-06-14T23:28:02Z,2020-06-14T23:28:29Z,Sentinel-1A,IW,ASCENDING,48,79,33020,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200614T232802_20200614T232829_033020_03D31F_FE58.zip
S1A_IW_SLC__1SDV_20200626T232803_20200626T232830_033195_03D86F_EA78,2020-06-26T23:28:03Z,2020-06-26T23:28:30Z,Sentinel-1A,IW,ASCENDING,48,79,33195,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200626T232803_20200626T232830_033195_03D86F_EA78.zip
S1A_IW_SLC__1SDV_20200708T232804_20200708T232830_033370_03DDC0_43AC,2020-07-08T23:28:04Z,2020-07-08T23:28:30Z,Sentinel-1A,IW,ASCENDING,48,79,33370,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200708T232804_20200708T232830_033370_03DDC0_43AC.zip
S1A_IW_SLC__1SDV_20200720T232804_20200720T232831_033545_03E31A_FECB,2020-07-20T23:28:04Z,2020-07-20T23:28:31Z,Sentinel-1A,IW,ASCENDING,48,79,33545,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200720T232804_20200720T232831_033545_03E31A_FECB.zip
S1A_IW_SLC__1SDV_20200801T232805_20200801T232832_033720_03E87E_A1FB,2020-08-01T23:28:05Z,2020-08-01T23:28:32Z,Sentinel-1A,IW,ASCENDING,48,79,33720,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200801T232805_20200801T232832_033720_03E87E_A1FB.zip
S1A_IW_SLC__1SDV_20200813T232806_20200813T232833_033895_03EE62_7B6C,2020-08-13T23:28:06Z,2020-08-13T23:28:33Z,Sentinel-1A,IW,ASCENDING,48,79,33895,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200813T232806_20200813T232833_033895_03EE62_7B6C.zip
S1A_IW_SLC__1SDV_20200825T232807_20200825T232834_034070_03F49A_6EDF,2020-08-25T23:28:07Z,2020-08-25T23:28:34Z,Sentinel-1A,IW,ASCENDING,48,79,34070,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200825T232807_20200825T232834_034070_03F49A_6EDF.zip
S1A_IW_SLC__1SDV_20200906T232810_20200906T232837_034245_03FABC_1CFC,2020-09-06T23:28:10Z,2020-09-06T23:28:37Z,Sentinel-1A,IW,ASCENDING,48,79,34245,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200906T232810_20200906T232837_034245_03FABC_1CFC.zip
S1A_IW_SLC__1SDV_20200930T232808_20200930T232835_034595_040718_AE46,2020-09-30T23:28:08Z,2020-09-30T23:28:35Z,Sentinel-1A,IW,ASCENDING,48,79,34595,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200930T232808_20200930T232835_034595_040718_AE46.zip
S1A_IW_SLC__1SDV_20201012T232808_20201012T232835_034770_040D2D_7BEA,2020-10-12T23:28:08Z,2020-10-12T23:28:35Z,Sentinel-1A,IW,ASCENDING,48,79,34770,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201012T232808_20201012T232835_034770_040D2D_7BEA.zip
S1A_IW_SLC__1SDV_20201024T232808_20201024T232835_034945_041342_C18C,2020-10-24T23:28:08Z,2020-10-24T23:28:35Z,Sentinel-1A,IW,ASCENDING,48,79,34945,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201024T232808_20201024T232835_034945_041342_C18C.zip
S1A_IW_SLC__1SDV_20201105T232808_20201105T232835_035120_04193F_4F15,2020-11-05T23:28:08Z,2020-11-05T23:28:35Z,Sentinel-1A,IW,ASCENDING,48,79,35120,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201105T232808_20201105T232835_035120_04193F_4F15.zip
S1A_IW_SLC__1SDV_20201129T232807_20201129T232834_035470_04256C_8F0A,2020-11-29T23:28:07Z,2020-11-29T23:28:34Z,Sentinel-1A,IW,ASCENDING,48,79,35470,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201129T232807_20201129T232834_035470_04256C_8F0A.zip
S1A_IW_SLC__1SDV_20201211T232807_20201211T232834_035645_042B6D_F403,2020-12-11T23:28:07Z,2020-12-11T23:28:34Z,Sentinel-1A,IW,ASCENDING,48,79,35645,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201211T232807_20201211T232834_035645_042B6D_F403.zip
S1A_IW_SLC__1SDV_20201223T232806_20201223T232833_035820_043175_5682,2020-12-23T23:28:06Z,2020-12-23T23:28:33Z,Sentinel-1A,IW,ASCENDING,48,79,35820,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201223T232806_20201223T232833_035820_043175_5682.zip
S1A_IW_SLC__1SDV_20210104T232805_20210104T232832_035995_043786_CFFA,2021-01-04T23:28:05Z,2021-01-04T23:28:32Z,Sentinel-1A,IW,ASCENDING,48,79,35995,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210104T232805_20210104T232832_035995_043786_CFFA.zip
S1A_IW_SLC__1SDV_20210128T232805_20210128T232832_036345_0443C5_C46A,2021-01-28T23:28:05Z,2021-01-28T23:28:32Z,Sentinel-1A,IW,ASCENDING,48,79,36345,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210128T232805_20210128T232832_036345_0443C5_C46A.zip
S1A_IW_SLC__1SDV_20210209T232804_20210209T232831_036520_0449D8_25EA,2021-02-09T23:28:04Z,2021-02-09T23:28:31Z,Sentinel-1A,IW,ASCENDING,48,79,36520,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210209T232804_20210209T232831_036520_0449D8_25EA.zip
S1A_IW_SLC__1SDV_20210221T232804_20210221T232831_036695_044FF7_EFAE,2021-02-21T23:28:04Z,2021-02-21T23:28:31Z,Sentinel-1A,IW,ASCENDING,48,79,36695,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210221T232804_20210221T232831_036695_044FF7_EFAE.zip
S1A_IW_SLC__1SDV_20210305T232804_20210305T232831_036870_045603_5A92,2021-03-05T23:28:04Z,2021-03-05T23:28:31Z,Sentinel-1A,IW,ASCENDING,48,79,36870,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210305T232804_20210305T232831_036870_045603_5A92.zip
S1A_IW_SLC__1SDV_20210317T232804_20210317T232831_037045_045C25_A23B,2021-03-17T23:28:04Z,2021-03-17T23:28:31Z,Sentinel-1A,IW,ASCENDING,48,79,37045,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210317T232804_20210317T232831_037045_045C25_A23B.zip
S1A_IW_SLC__1SDV_20210329T232804_20210329T232831_037220_04622F_B075,2021-03-29T23:28:04Z,2021-03-29T23:28:31Z,Sentinel-1A,IW,ASCENDING,48,79,37220,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210329T232804_20210329T232831_037220_04622F_B075.zip
S1A_IW_SLC__1SDV_20210410T232805_20210410T232832_037395_046836_DFF9,2021-04-10T23:28:05Z,2021-04-10T23:28:32Z,Sentinel-1A,IW,ASCENDING,48,79,37395,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210410T232805_20210410T232832_037395_046836_DFF9.zip
S1A_IW_SLC__1SDV_20210422T232805_20210422T232832_037570_046E47_3752,2021-04-22T23:28:05Z,2021-04-22T23:28:32Z,Sentinel-1A,IW,ASCENDING,48,79,37570,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210422T232805_20210422T232832_037570_046E47_3752.zip
S1A_IW_SLC__1SDV_20210504T232806_20210504T232833_037745_047461_616E,2021-05-04T23:28:06Z,2021-05-04T23:28:33Z,Sentinel-1A,IW,ASCENDING,48,79,37745,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210504T232806_20210504T232833_037745_047461_616E.zip
S1A_IW_SLC__1SDV_20210516T232806_20210516T232833_037920_0479A8_620A,2021-05-16T23:28:06Z,2021-05-16T23:28:33Z,Sentinel-1A,IW,ASCENDING,48,79,37920,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210516T232806_20210516T232833_037920_0479A8_620A.zip
S1A_IW_SLC__1SDV_20210528T232807_20210528T232834_038095_047EF3_9A3B,2021-05-28T23:28:07Z,2021-05-28T23:28:34Z,Sentinel-1A,IW,ASCENDING,48,79,38095,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210528T232807_20210528T232834_038095_047EF3_9A3B.zip
S1A_IW_SLC__1SDV_20210609T232808_20210609T232835_038270_04841D_41E5,2021-06-09T23:28:08Z,2021-06-09T23:28:35Z,Sentinel-1A,IW,ASCENDING,48,79,38270,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210609T232808_20210609T232835_038270_04841D_41E5.zip
S1A_IW_SLC__1SDV_20210621T232808_20210621T232835_038445_048959_EE00,2021-06-21T23:28:08Z,2021-06-21T23:28:35Z,Sentinel-1A,IW,ASCENDING,48,79,38445,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210621T232808_20210621T232835_038445_048959_EE00.zip
S1A_IW_SLC__1SDV_20210703T232809_20210703T232836_038620_048E98_7FDC,2021-07-03T23:28:09Z,2021-07-03T23:28:36Z,Sentinel-1A,IW,ASCENDING,48,79,38620,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210703T232809_20210703T232836_038620_048E98_7FDC.zip
S1A_IW_SLC__1SDV_20210715T232810_20210715T232837_038795_0493DA_514F,2021-07-15T23:28:10Z,2021-07-15T23:28:37Z,Sentinel-1A,IW,ASCENDING,48,79,38795,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210715T232810_20210715T232837_038795_0493DA_514F.zip
S1A_IW_SLC__1SDV_20210727T232811_20210727T232838_038970_04991D_CB6D,2021-07-27T23:28:11Z,2021-07-27T23:28:38Z,Sentinel-1A,IW,ASCENDING,48,79,38970,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210727T232811_20210727T232838_038970_04991D_CB6D.zip
S1A_IW_SLC__1SDV_20210808T232811_20210808T232838_039145_049EAB_899C,2021-08-08T23:28:11Z,2021-08-08T23:28:38Z,Sentinel-1A,IW,ASCENDING,48,79,39145,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210808T232811_20210808T232838_039145_049EAB_899C.zip
S1A_IW_SLC__1SDV_20210820T232812_20210820T232839_039320_04A4B8_4DA3,2021-08-20T23:28:12Z,2021-08-20T23:28:39Z,Sentinel-1A,IW,ASCENDING,48,79,39320,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210820T232812_20210820T232839_039320_04A4B8_4DA3.zip
S1A_IW_SLC__1SDV_20210901T232812_20210901T232839_039495_04AAB2_D84D,2021-09-01T23:28:12Z,2021-09-01T23:28:39Z,Sentinel-1A,IW,ASCENDING,48,79,39495,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210901T232812_20210901T232839_039495_04AAB2_D84D.zip
S1A_IW_SLC__1SDV_20210913T232813_20210913T232840_039670_04B0C3_F42B,2021-09-13T23:28:13Z,2021-09-13T23:28:40Z,Sentinel-1A,IW,ASCENDING,48,79,39670,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210913T232813_20210913T232840_039670_04B0C3_F42B.zip
S1A_IW_SLC__1SDV_20210925T232813_20210925T232840_039845_04B6AA_3CE2,2021-09-25T23:28:13Z,2021-09-25T23:28:40Z,Sentinel-1A,IW,ASCENDING,48,79,39845,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210925T232813_20210925T232840_039845_04B6AA_3CE2.zip
S1A_IW_SLC__1SDV_20211007T232814_20211007T232841_040020_04BCB7_E79B,2021-10-07T23:28:14Z,2021-10-07T23:28:41Z,Sentinel-1A,IW,ASCENDING,48,79,40020,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211007T232814_20211007T232841_040020_04BCB7_E79B.zip
S1A_IW_SLC__1SDV_20211019T232814_20211019T232841_040195_04C2D5_D05C,2021-10-19T23:28:14Z,2021-10-19T23:28:41Z,Sentinel-1A,IW,ASCENDING,48,79,40195,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211019T232814_20211019T232841_040195_04C2D5_D05C.zip
S1A_IW_SLC__1SDV_20211112T232813_20211112T232840_040545_04CEFE_81F3,2021-11-12T23:28:13Z,2021-11-12T23:28:40Z,Sentinel-1A,IW,ASCENDING,48,79,40545,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211112T232813_20211112T232840_040545_04CEFE_81F3.zip
S1A_IW_SLC__1SDV_20211124T232813_20211124T232840_040720_04D50D_12C6,2021-11-24T23:28:13Z,2021-11-24T23:28:40Z,Sentinel-1A,IW,ASCENDING,48,79,40720,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211124T232813_20211124T232840_040720_04D50D_12C6.zip
S1A_IW_SLC__1SDV_20211206T232812_20211206T232839_040895_04DB20_4151,2021-12-06T23:28:12Z,2021-12-06T23:28:39Z,Sentinel-1A,IW,ASCENDING,48,79,40895,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211206T232812_20211206T232839_040895_04DB20_4151.zip
S1A_IW_SLC__1SDV_20211218T232812_20211218T232839_041070_04E10F_8959,2021-12-18T23:28:12Z,2021-12-18T23:28:39Z,Sentinel-1A,IW,ASCENDING,48,79,41070,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211218T232812_20211218T232839_041070_04E10F_8959.zip
S1A_IW_SLC__1SDV_20211230T232811_20211230T232838_041245_04E6D6_3D73,2021-12-30T23:28:11Z,2021-12-30T23:28:38Z,Sentinel-1A,IW,ASCENDING,48,79,41245,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211230T232811_20211230T232838_041245_04E6D6_3D73.zip
S1A_IW_SLC__1SDV_20220111T232811_20220111T232838_041420_04ECCC_B927,2022-01-11T23:28:11Z,2022-01-11T23:28:38Z,Sentinel-1A,IW,ASCENDING,48,79,41420,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220111T232811_20220111T232838_041420_04ECCC_B927.zip
S1A_IW_SLC__1SDV_20220123T232810_20220123T232837_041595_04F292_3D3A,2022-01-23T23:28:10Z,2022-01-23T23:28:37Z,Sentinel-1A,IW,ASCENDING,48,79,41595,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220123T232810_20220123T232837_041595_04F292_3D3A.zip
S1A_IW_SLC__1SDV_20220204T232810_20220204T232837_041770_04F889_74F5,2022-02-04T23:28:10Z,2022-02-04T23:28:37Z,Sentinel-1A,IW,ASCENDING,48,79,41770,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220204T232810_20220204T232837_041770_04F889_74F5.zip
S1A_IW_SLC__1SDV_20220216T232810_20220216T232837_041945_04FEB1_9E4D,2022-02-16T23:28:10Z,2022-02-16T23:28:37Z,Sentinel-1A,IW,ASCENDING,48,79,41945,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220216T232810_20220216T232837_041945_04FEB1_9E4D.zip
S1A_IW_SLC__1SDV_20220228T232809_20220228T232837_042120_0504AE_F35F,2022-02-28T23:28:09Z,2022-02-28T23:28:37Z,Sentinel-1A,IW,ASCENDING,48,79,42120,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220228T232809_20220228T232837_042120_0504AE_F35F.zip
S1A_IW_SLC__1SDV_20220312T232810_20220312T232838_042295_050AA1_BD72,2022-03-12T23:28:10Z,2022-03-12T23:28:38Z,Sentinel-1A,IW,ASCENDING,48,79,42295,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220312T232810_20220312T232838_042295_050AA1_BD72.zip
S1A_IW_SLC__1SDV_20220324T232810_20220324T232838_042470_051095_ED0B,2022-03-24T23:28:10Z,2022-03-24T23:28:38Z,Sentinel-1A,IW,ASCENDING,48,79,42470,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220324T232810_20220324T232838_042470_051095_ED0B.zip
S1A_IW_SLC__1SDV_20220405T232810_20220405T232838_042645_051681_0FED,2022-04-05T23:28:10Z,2022-04-05T23:28:38Z,Sentinel-1A,IW,ASCENDING,48,79,42645,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220405T232810_20220405T232838_042645_051681_0FED.zip
S1A_IW_SLC__1SDV_20220417T232811_20220417T232838_042820_051C62_B348,2022-04-17T23:28:11Z,2022-04-17T23:28:38Z,Sentinel-1A,IW,ASCENDING,48,79,42820,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220417T232811_20220417T232838_042820_051C62_B348.zip
S1A_IW_SLC__1SDV_20220429T232811_20220429T232839_042995_05221D_68CE,2022-04-29T23:28:11Z,2022-04-29T23:28:39Z,Sentinel-1A,IW,ASCENDING,48,79,42995,VV+VH,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220429T232811_20220429T232839_042995_05221D_68CE.zip
